Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	42933	0.017	1
2	243199373	29141	0.012	0
3	198022430	23481	0.012	0
4	191154276	20026	0.01	-1
5	180915260	23495	0.013	0
6	171115067	19550	0.011	0
7	159138663	20970	0.013	0
8	146364022	15990	0.011	0
9	141213431	15857	0.011	0
10	135534747	17357	0.013	0
11	135006516	16908	0.013	0
12	133851895	17452	0.013	0
13	115169878	11272	0.01	-1
14	107349540	11561	0.011	0
15	102531392	11568	0.011	0
16	90354753	12757	0.014	0
17	81195210	14582	0.018	1
18	78077248	8727	0.011	0
19	59128983	11954	0.02	1
20	63025520	7967	0.013	0
21	48129895	4633	0.01	-1
22	51304566	6119	0.012	0
Odchylenie standardowe dla osobnika: 0.00255
