Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	910169	0.365	0
2	243199373	797575	0.328	0
3	198022430	624020	0.315	0
4	191154276	553471	0.29	0
5	180915260	555137	0.307	0
6	171115067	558104	0.326	0
7	159138663	598506	0.376	0
8	146364022	463533	0.317	0
9	141213431	449160	0.318	0
10	135534747	544999	0.402	0
11	135006516	465986	0.345	0
12	133851895	501425	0.375	0
13	115169878	272680	0.237	-1
14	107349540	323290	0.301	0
15	102531392	332913	0.325	0
16	90354753	417088	0.462	0
17	81195210	449707	0.554	1
18	78077248	235787	0.302	0
19	59128983	413508	0.699	1
20	63025520	255014	0.405	0
21	48129895	128639	0.267	0
22	51304566	203242	0.396	0
Odchylenie standardowe dla osobnika: 0.09903
