Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2263372	0.908	0
2	243199373	2477560	1.019	0
3	198022430	2067888	1.044	1
4	191154276	2009224	1.051	1
5	180915260	1858500	1.027	0
6	171115067	1779658	1.04	0
7	159138663	1573653	0.989	0
8	146364022	1501650	1.026	0
9	141213431	1132048	0.802	-1
10	135534747	1340689	0.989	0
11	135006516	1332656	0.987	0
12	133851895	1365310	1.02	0
13	115169878	1032401	0.896	0
14	107349540	917059	0.854	0
15	102531392	794358	0.775	-1
16	90354753	756140	0.837	0
17	81195210	734737	0.905	0
18	78077248	800136	1.025	0
19	59128983	507946	0.859	0
20	63025520	603737	0.958	0
21	48129895	375140	0.779	-1
22	51304566	307197	0.599	-1
Odchylenie standardowe dla osobnika: 0.11455
