Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	61652	0.025	0
2	243199373	57299	0.024	0
3	198022430	45650	0.023	0
4	191154276	41180	0.022	0
5	180915260	41202	0.023	0
6	171115067	41247	0.024	0
7	159138663	41157	0.026	0
8	146364022	34229	0.023	0
9	141213431	31224	0.022	0
10	135534747	37062	0.027	0
11	135006516	32567	0.024	0
12	133851895	34700	0.026	0
13	115169878	20579	0.018	-1
14	107349540	22841	0.021	0
15	102531392	22715	0.022	0
16	90354753	27227	0.03	1
17	81195210	27357	0.034	1
18	78077248	17025	0.022	0
19	59128983	24132	0.041	1
20	63025520	17028	0.027	0
21	48129895	9284	0.019	-1
22	51304566	12298	0.024	0
Odchylenie standardowe dla osobnika: 0.00488
