Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	545529	0.219	0
2	243199373	489355	0.201	0
3	198022430	388981	0.196	0
4	191154276	351127	0.184	0
5	180915260	350216	0.194	0
6	171115067	350162	0.205	0
7	159138663	355790	0.224	0
8	146364022	288582	0.197	0
9	141213431	273078	0.193	0
10	135534747	331120	0.244	0
11	135006516	279786	0.207	0
12	133851895	302251	0.226	0
13	115169878	173945	0.151	-1
14	107349540	195056	0.182	0
15	102531392	197471	0.193	0
16	90354753	240204	0.266	1
17	81195210	244905	0.302	1
18	78077248	149038	0.191	0
19	59128983	215186	0.364	1
20	63025520	149622	0.237	0
21	48129895	79471	0.165	-1
22	51304566	110698	0.216	0
Odchylenie standardowe dla osobnika: 0.04551
