Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	82798	0.033	0
2	243199373	74001	0.03	0
3	198022430	58938	0.03	0
4	191154276	49294	0.026	-1
5	180915260	53815	0.03	0
6	171115067	53600	0.031	0
7	159138663	52737	0.033	0
8	146364022	44308	0.03	0
9	141213431	42268	0.03	0
10	135534747	48359	0.036	0
11	135006516	43813	0.032	0
12	133851895	45299	0.034	0
13	115169878	27196	0.024	-1
14	107349540	30202	0.028	0
15	102531392	30913	0.03	0
16	90354753	35442	0.039	0
17	81195210	37885	0.047	1
18	78077248	23908	0.031	0
19	59128983	31507	0.053	1
20	63025520	25071	0.04	1
21	48129895	12653	0.026	-1
22	51304566	18542	0.036	0
Odchylenie standardowe dla osobnika: 0.00663
