Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	16392	0.007	0
2	243199373	15096	0.006	0
3	198022430	11852	0.006	0
4	191154276	10242	0.005	-1
5	180915260	10435	0.006	0
6	171115067	10728	0.006	0
7	159138663	11130	0.007	0
8	146364022	8944	0.006	0
9	141213431	8441	0.006	0
10	135534747	9583	0.007	0
11	135006516	9207	0.007	0
12	133851895	9168	0.007	0
13	115169878	5430	0.005	-1
14	107349540	6264	0.006	0
15	102531392	6172	0.006	0
16	90354753	7227	0.008	0
17	81195210	8027	0.01	1
18	78077248	4491	0.006	0
19	59128983	6834	0.012	1
20	63025520	5108	0.008	0
21	48129895	2489	0.005	-1
22	51304566	3846	0.007	0
Odchylenie standardowe dla osobnika: 0.00159
