Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	333945	0.134	0
2	243199373	305640	0.126	0
3	198022430	238847	0.121	0
4	191154276	205051	0.107	-1
5	180915260	218148	0.121	0
6	171115067	222383	0.13	0
7	159138663	213130	0.134	0
8	146364022	184539	0.126	0
9	141213431	170603	0.121	0
10	135534747	203856	0.15	0
11	135006516	180610	0.134	0
12	133851895	182392	0.136	0
13	115169878	109290	0.095	-1
14	107349540	121300	0.113	0
15	102531392	122887	0.12	0
16	90354753	144592	0.16	0
17	81195210	148926	0.183	1
18	78077248	96930	0.124	0
19	59128983	127691	0.216	1
20	63025520	101949	0.162	1
21	48129895	52009	0.108	-1
22	51304566	75699	0.148	0
Odchylenie standardowe dla osobnika: 0.0264
