Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1331350	0.534	0
2	243199373	1434240	0.59	0
3	198022430	1188374	0.6	0
4	191154276	1142337	0.598	0
5	180915260	1065136	0.589	0
6	171115067	1026896	0.6	0
7	159138663	912236	0.573	0
8	146364022	867087	0.592	0
9	141213431	661306	0.468	-1
10	135534747	783852	0.578	0
11	135006516	777624	0.576	0
12	133851895	794949	0.594	0
13	115169878	587128	0.51	0
14	107349540	532081	0.496	0
15	102531392	468772	0.457	-1
16	90354753	460037	0.509	0
17	81195210	454285	0.559	0
18	78077248	458018	0.587	0
19	59128983	330710	0.559	0
20	63025520	362048	0.574	0
21	48129895	218492	0.454	-1
22	51304566	194168	0.378	-1
Odchylenie standardowe dla osobnika: 0.0596
