Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	70758	0.028	0
2	243199373	62626	0.026	0
3	198022430	49801	0.025	0
4	191154276	42680	0.022	0
5	180915260	44356	0.025	0
6	171115067	43476	0.025	0
7	159138663	46066	0.029	0
8	146364022	34995	0.024	0
9	141213431	34806	0.025	0
10	135534747	38673	0.029	0
11	135006516	35136	0.026	0
12	133851895	38768	0.029	0
13	115169878	22887	0.02	-1
14	107349540	25555	0.024	0
15	102531392	26290	0.026	0
16	90354753	29916	0.033	0
17	81195210	33251	0.041	1
18	78077248	19112	0.024	0
19	59128983	28948	0.049	1
20	63025520	18928	0.03	0
21	48129895	9737	0.02	-1
22	51304566	14680	0.029	0
Odchylenie standardowe dla osobnika: 0.0064
