Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	666195	0.267	0
2	243199373	700518	0.288	0
3	198022430	576450	0.291	0
4	191154276	543361	0.284	0
5	180915260	514293	0.284	0
6	171115067	499887	0.292	0
7	159138663	447949	0.281	0
8	146364022	420613	0.287	0
9	141213431	331742	0.235	-1
10	135534747	389196	0.287	0
11	135006516	390981	0.29	0
12	133851895	388902	0.291	0
13	115169878	282069	0.245	-1
14	107349540	262776	0.245	-1
15	102531392	237843	0.232	-1
16	90354753	239085	0.265	0
17	81195210	240078	0.296	0
18	78077248	222635	0.285	0
19	59128983	179608	0.304	1
20	63025520	188283	0.299	1
21	48129895	110716	0.23	-1
22	51304566	108492	0.211	-1
Odchylenie standardowe dla osobnika: 0.02612
