Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1239467	0.497	0
2	243199373	1102336	0.453	0
3	198022430	867445	0.438	0
4	191154276	772430	0.404	0
5	180915260	778501	0.43	0
6	171115067	785048	0.459	0
7	159138663	804932	0.506	0
8	146364022	659074	0.45	0
9	141213431	616310	0.436	0
10	135534747	757496	0.559	0
11	135006516	643331	0.477	0
12	133851895	685762	0.512	0
13	115169878	383579	0.333	-1
14	107349540	444523	0.414	0
15	102531392	451755	0.441	0
16	90354753	567059	0.628	1
17	81195210	583413	0.719	1
18	78077248	334221	0.428	0
19	59128983	525781	0.889	1
20	63025520	361249	0.573	0
21	48129895	185536	0.385	0
22	51304566	275930	0.538	0
Odchylenie standardowe dla osobnika: 0.11913
