Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	20523804	8.234	0
2	243199373	21502051	8.841	0
3	198022430	17665259	8.921	0
4	191154276	16367462	8.562	0
5	180915260	15766413	8.715	0
6	171115067	15158079	8.858	0
7	159138663	13631849	8.566	0
8	146364022	12938592	8.84	0
9	141213431	10199497	7.223	-1
10	135534747	12038134	8.882	0
11	135006516	12078955	8.947	0
12	133851895	11925753	8.91	0
13	115169878	8510844	7.39	-1
14	107349540	8059518	7.508	-1
15	102531392	7384582	7.202	-1
16	90354753	7418041	8.21	0
17	81195210	7478225	9.21	1
18	78077248	6820592	8.736	0
19	59128983	5526686	9.347	1
20	63025520	5938033	9.422	1
21	48129895	3275509	6.806	-1
22	51304566	3424517	6.675	-1
Odchylenie standardowe dla osobnika: 0.81776
