Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	121752	0.049	0
2	243199373	105579	0.043	0
3	198022430	83284	0.042	0
4	191154276	70966	0.037	0
5	180915260	73851	0.041	0
6	171115067	72997	0.043	0
7	159138663	80354	0.05	0
8	146364022	59598	0.041	0
9	141213431	61138	0.043	0
10	135534747	67795	0.05	0
11	135006516	60923	0.045	0
12	133851895	68946	0.052	0
13	115169878	37640	0.033	-1
14	107349540	44297	0.041	0
15	102531392	45912	0.045	0
16	90354753	54000	0.06	0
17	81195210	63754	0.079	1
18	78077248	31638	0.041	0
19	59128983	57416	0.097	1
20	63025520	34366	0.055	0
21	48129895	17058	0.035	0
22	51304566	28109	0.055	0
Odchylenie standardowe dla osobnika: 0.01422
