Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	645318	0.259	0
2	243199373	583978	0.24	0
3	198022430	459433	0.232	0
4	191154276	417751	0.219	0
5	180915260	411316	0.227	0
6	171115067	412386	0.241	0
7	159138663	423594	0.266	0
8	146364022	346804	0.237	0
9	141213431	319226	0.226	0
10	135534747	403051	0.297	0
11	135006516	336030	0.249	0
12	133851895	354357	0.265	0
13	115169878	203911	0.177	-1
14	107349540	230458	0.215	0
15	102531392	231968	0.226	0
16	90354753	295151	0.327	1
17	81195210	288634	0.355	1
18	78077248	177255	0.227	0
19	59128983	258078	0.436	1
20	63025520	180944	0.287	0
21	48129895	95172	0.198	-1
22	51304566	133574	0.26	0
Odchylenie standardowe dla osobnika: 0.05545
