Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	34510	0.014	0
2	243199373	29545	0.012	0
3	198022430	23436	0.012	0
4	191154276	19919	0.01	-1
5	180915260	21496	0.012	0
6	171115067	20861	0.012	0
7	159138663	21347	0.013	0
8	146364022	17133	0.012	0
9	141213431	16231	0.011	0
10	135534747	18416	0.014	0
11	135006516	16841	0.012	0
12	133851895	18313	0.014	0
13	115169878	10832	0.009	-1
14	107349540	11981	0.011	0
15	102531392	12222	0.012	0
16	90354753	14452	0.016	1
17	81195210	15348	0.019	1
18	78077248	9155	0.012	0
19	59128983	12497	0.021	1
20	63025520	9377	0.015	0
21	48129895	4889	0.01	-1
22	51304566	6669	0.013	0
Odchylenie standardowe dla osobnika: 0.00275
