Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	4004100	1.606	0
2	243199373	4077866	1.677	0
3	198022430	3286480	1.66	0
4	191154276	2889697	1.512	0
5	180915260	2927146	1.618	0
6	171115067	2795773	1.634	0
7	159138663	2563326	1.611	0
8	146364022	2470056	1.688	0
9	141213431	1982273	1.404	-1
10	135534747	2371400	1.75	0
11	135006516	2380066	1.763	0
12	133851895	2265232	1.692	0
13	115169878	1536806	1.334	-1
14	107349540	1542415	1.437	-1
15	102531392	1443963	1.408	-1
16	90354753	1547967	1.713	0
17	81195210	1538461	1.895	1
18	78077248	1300377	1.666	0
19	59128983	1152937	1.95	1
20	63025520	1252912	1.988	1
21	48129895	629569	1.308	-1
22	51304566	753465	1.469	0
Odchylenie standardowe dla osobnika: 0.18103
