Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	5521339	2.215	0
2	243199373	5823988	2.395	0
3	198022430	4776455	2.412	0
4	191154276	4460707	2.334	0
5	180915260	4280732	2.366	0
6	171115067	4119574	2.407	0
7	159138663	3692829	2.321	0
8	146364022	3510937	2.399	0
9	141213431	2751979	1.949	-1
10	135534747	3247124	2.396	0
11	135006516	3242903	2.402	0
12	133851895	3233466	2.416	0
13	115169878	2323849	2.018	-1
14	107349540	2179892	2.031	0
15	102531392	1972435	1.924	-1
16	90354753	1985475	2.197	0
17	81195210	1981313	2.44	0
18	78077248	1852589	2.373	0
19	59128983	1452244	2.456	0
20	63025520	1578401	2.504	1
21	48129895	889234	1.848	-1
22	51304566	890977	1.737	-1
Odchylenie standardowe dla osobnika: 0.22128
