Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1465909	0.588	0
2	243199373	1641918	0.675	0
3	198022430	1366600	0.69	1
4	191154276	1347034	0.705	1
5	180915260	1231752	0.681	0
6	171115067	1190217	0.696	1
7	159138663	1043130	0.655	0
8	146364022	991844	0.678	0
9	141213431	737462	0.522	-1
10	135534747	876221	0.646	0
11	135006516	857914	0.635	0
12	133851895	896546	0.67	0
13	115169878	691176	0.6	0
14	107349540	599353	0.558	0
15	102531392	520545	0.508	-1
16	90354753	486571	0.539	0
17	81195210	469088	0.578	0
18	78077248	529220	0.678	0
19	59128983	325277	0.55	0
20	63025520	388393	0.616	0
21	48129895	252112	0.524	-1
22	51304566	188154	0.367	-1
Odchylenie standardowe dla osobnika: 0.08155
