Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	43261	0.017	0
2	243199373	37127	0.015	0
3	198022430	29696	0.015	0
4	191154276	25340	0.013	0
5	180915260	25850	0.014	0
6	171115067	26047	0.015	0
7	159138663	28324	0.018	0
8	146364022	21799	0.015	0
9	141213431	21218	0.015	0
10	135534747	25177	0.019	0
11	135006516	21322	0.016	0
12	133851895	24162	0.018	0
13	115169878	12914	0.011	-1
14	107349540	15297	0.014	0
15	102531392	15704	0.015	0
16	90354753	19528	0.022	0
17	81195210	21627	0.027	1
18	78077248	10826	0.014	0
19	59128983	19945	0.034	1
20	63025520	12050	0.019	0
21	48129895	6035	0.013	0
22	51304566	9592	0.019	0
Odchylenie standardowe dla osobnika: 0.00499
