Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1996775	0.801	0
2	243199373	1904432	0.783	0
3	198022430	1488759	0.752	0
4	191154276	1316571	0.689	0
5	180915260	1336156	0.739	0
6	171115067	1312425	0.767	0
7	159138663	1289316	0.81	0
8	146364022	1142877	0.781	0
9	141213431	985337	0.698	0
10	135534747	1153515	0.851	0
11	135006516	1157076	0.857	0
12	133851895	1118523	0.836	0
13	115169878	701584	0.609	-1
14	107349540	751446	0.7	0
15	102531392	714815	0.697	0
16	90354753	858679	0.95	0
17	81195210	913656	1.125	1
18	78077248	589025	0.754	0
19	59128983	826297	1.397	1
20	63025520	633248	1.005	1
21	48129895	327943	0.681	0
22	51304566	450148	0.877	0
Odchylenie standardowe dla osobnika: 0.16914
