Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1260867	0.506	0
2	243199373	1148309	0.472	0
3	198022430	894122	0.452	0
4	191154276	756353	0.396	-1
5	180915260	818129	0.452	0
6	171115067	835482	0.488	0
7	159138663	800804	0.503	0
8	146364022	702840	0.48	0
9	141213431	647512	0.459	0
10	135534747	768642	0.567	0
11	135006516	692395	0.513	0
12	133851895	682309	0.51	0
13	115169878	406302	0.353	-1
14	107349540	461528	0.43	0
15	102531392	470048	0.458	0
16	90354753	547027	0.605	0
17	81195210	573443	0.706	1
18	78077248	368808	0.472	0
19	59128983	486958	0.824	1
20	63025520	397035	0.63	1
21	48129895	198872	0.413	0
22	51304566	304195	0.593	0
Odchylenie standardowe dla osobnika: 0.1045
