Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	804327	0.323	0
2	243199373	746127	0.307	0
3	198022430	584430	0.295	0
4	191154276	515651	0.27	0
5	180915260	530004	0.293	0
6	171115067	534511	0.312	0
7	159138663	523490	0.329	0
8	146364022	448825	0.307	0
9	141213431	411484	0.291	0
10	135534747	489594	0.361	0
11	135006516	438117	0.325	0
12	133851895	443293	0.331	0
13	115169878	266405	0.231	-1
14	107349540	293949	0.274	0
15	102531392	298433	0.291	0
16	90354753	349686	0.387	0
17	81195210	361601	0.445	1
18	78077248	233871	0.3	0
19	59128983	309113	0.523	1
20	63025520	241040	0.382	0
21	48129895	125255	0.26	-1
22	51304566	179883	0.351	0
Odchylenie standardowe dla osobnika: 0.06289
