Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1151814	0.462	0
2	243199373	1048967	0.431	0
3	198022430	822337	0.415	0
4	191154276	713377	0.373	0
5	180915260	745423	0.412	0
6	171115067	765453	0.447	0
7	159138663	735494	0.462	0
8	146364022	644257	0.44	0
9	141213431	579327	0.41	0
10	135534747	737082	0.544	0
11	135006516	622475	0.461	0
12	133851895	625626	0.467	0
13	115169878	367862	0.319	-1
14	107349540	415503	0.387	0
15	102531392	421100	0.411	0
16	90354753	517627	0.573	1
17	81195210	503753	0.62	1
18	78077248	328445	0.421	0
19	59128983	435308	0.736	1
20	63025520	350992	0.557	1
21	48129895	176031	0.366	-1
22	51304566	258392	0.504	0
Odchylenie standardowe dla osobnika: 0.09203
