Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	971822	0.39	0
2	243199373	944840	0.389	0
3	198022430	764008	0.386	0
4	191154276	704361	0.368	0
5	180915260	687138	0.38	0
6	171115067	694578	0.406	0
7	159138663	655857	0.412	0
8	146364022	586404	0.401	0
9	141213431	497511	0.352	0
10	135534747	656418	0.484	1
11	135006516	534453	0.396	0
12	133851895	554338	0.414	0
13	115169878	351191	0.305	-1
14	107349540	361548	0.337	-1
15	102531392	348928	0.34	-1
16	90354753	415241	0.46	1
17	81195210	375497	0.462	1
18	78077248	296430	0.38	0
19	59128983	316167	0.535	1
20	63025520	272435	0.432	0
21	48129895	151410	0.315	-1
22	51304566	175978	0.343	0
Odchylenie standardowe dla osobnika: 0.05443
