Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	893694	0.359	0
2	243199373	937739	0.386	0
3	198022430	769614	0.389	0
4	191154276	719642	0.376	0
5	180915260	691250	0.382	0
6	171115067	666482	0.389	0
7	159138663	597200	0.375	0
8	146364022	566866	0.387	0
9	141213431	441966	0.313	-1
10	135534747	525074	0.387	0
11	135006516	525482	0.389	0
12	133851895	521146	0.389	0
13	115169878	373274	0.324	-1
14	107349540	351147	0.327	-1
15	102531392	317034	0.309	-1
16	90354753	324172	0.359	0
17	81195210	319871	0.394	0
18	78077248	298937	0.383	0
19	59128983	238851	0.404	1
20	63025520	254437	0.404	1
21	48129895	146135	0.304	-1
22	51304566	145426	0.283	-1
Odchylenie standardowe dla osobnika: 0.03561
