Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	246274	0.099	0
2	243199373	259555	0.107	0
3	198022430	211287	0.107	0
4	191154276	199604	0.104	0
5	180915260	190754	0.105	0
6	171115067	185067	0.108	0
7	159138663	165843	0.104	0
8	146364022	155815	0.106	0
9	141213431	122466	0.087	-1
10	135534747	144935	0.107	0
11	135006516	143709	0.106	0
12	133851895	143467	0.107	0
13	115169878	103377	0.09	-1
14	107349540	97107	0.09	-1
15	102531392	87889	0.086	-1
16	90354753	89008	0.099	0
17	81195210	88552	0.109	0
18	78077248	82868	0.106	0
19	59128983	65772	0.111	1
20	63025520	70021	0.111	1
21	48129895	41417	0.086	-1
22	51304566	39655	0.077	-1
Odchylenie standardowe dla osobnika: 0.00961
