Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	980133	0.393	0
2	243199373	895878	0.368	0
3	198022430	691483	0.349	0
4	191154276	572216	0.299	-1
5	180915260	634747	0.351	0
6	171115067	660444	0.386	0
7	159138663	612500	0.385	0
8	146364022	554624	0.379	0
9	141213431	503064	0.356	0
10	135534747	643205	0.475	0
11	135006516	552052	0.409	0
12	133851895	522245	0.39	0
13	115169878	310632	0.27	-1
14	107349540	355202	0.331	0
15	102531392	365510	0.356	0
16	90354753	443912	0.491	1
17	81195210	434793	0.535	1
18	78077248	291468	0.373	0
19	59128983	363777	0.615	1
20	63025520	325036	0.516	1
21	48129895	158264	0.329	0
22	51304566	248889	0.485	1
Odchylenie standardowe dla osobnika: 0.0819
