Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1470586	0.59	0
2	243199373	1374643	0.565	0
3	198022430	1078213	0.544	0
4	191154276	932706	0.488	-1
5	180915260	981195	0.542	0
6	171115067	1004762	0.587	0
7	159138663	946321	0.595	0
8	146364022	842529	0.576	0
9	141213431	758972	0.537	0
10	135534747	915552	0.676	0
11	135006516	815886	0.604	0
12	133851895	806674	0.603	0
13	115169878	493119	0.428	-1
14	107349540	539986	0.503	0
15	102531392	551791	0.538	0
16	90354753	646009	0.715	1
17	81195210	641229	0.79	1
18	78077248	441061	0.565	0
19	59128983	538303	0.91	1
20	63025520	457895	0.727	1
21	48129895	233365	0.485	-1
22	51304566	335667	0.654	0
Odchylenie standardowe dla osobnika: 0.10716
