Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	175036	0.07	0
2	243199373	159529	0.066	0
3	198022430	126834	0.064	0
4	191154276	113325	0.059	0
5	180915260	113727	0.063	0
6	171115067	115163	0.067	0
7	159138663	115065	0.072	0
8	146364022	95253	0.065	0
9	141213431	89072	0.063	0
10	135534747	114783	0.085	0
11	135006516	91705	0.068	0
12	133851895	98165	0.073	0
13	115169878	56690	0.049	-1
14	107349540	64434	0.06	0
15	102531392	64887	0.063	0
16	90354753	78000	0.086	0
17	81195210	81364	0.1	1
18	78077248	48809	0.063	0
19	59128983	72365	0.122	1
20	63025520	50212	0.08	0
21	48129895	25491	0.053	-1
22	51304566	38037	0.074	0
Odchylenie standardowe dla osobnika: 0.0157
