Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1018953	0.409	0
2	243199373	914651	0.376	0
3	198022430	727556	0.367	0
4	191154276	645770	0.338	0
5	180915260	658413	0.364	0
6	171115067	653790	0.382	0
7	159138663	661616	0.416	0
8	146364022	552918	0.378	0
9	141213431	510560	0.362	0
10	135534747	615922	0.454	0
11	135006516	530715	0.393	0
12	133851895	561198	0.419	0
13	115169878	325704	0.283	-1
14	107349540	366477	0.341	0
15	102531392	369538	0.36	0
16	90354753	441426	0.489	1
17	81195210	450923	0.555	1
18	78077248	282916	0.362	0
19	59128983	396734	0.671	1
20	63025520	291929	0.463	0
21	48129895	150826	0.313	-1
22	51304566	211999	0.413	0
Odchylenie standardowe dla osobnika: 0.08243
