Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	772447	0.31	0
2	243199373	720114	0.296	0
3	198022430	565561	0.286	0
4	191154276	501123	0.262	0
5	180915260	510511	0.282	0
6	171115067	508443	0.297	0
7	159138663	504455	0.317	0
8	146364022	427364	0.292	0
9	141213431	393591	0.279	0
10	135534747	460942	0.34	0
11	135006516	414642	0.307	0
12	133851895	424835	0.317	0
13	115169878	257880	0.224	-1
14	107349540	282378	0.263	0
15	102531392	283393	0.276	0
16	90354753	326684	0.362	0
17	81195210	334668	0.412	1
18	78077248	223088	0.286	0
19	59128983	288039	0.487	1
20	63025520	222881	0.354	0
21	48129895	117671	0.244	-1
22	51304566	160139	0.312	0
Odchylenie standardowe dla osobnika: 0.05575
