Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	760815	0.305	0
2	243199373	674748	0.277	0
3	198022430	526101	0.266	0
4	191154276	449739	0.235	0
5	180915260	475810	0.263	0
6	171115067	484612	0.283	0
7	159138663	480020	0.302	0
8	146364022	404193	0.276	0
9	141213431	381027	0.27	0
10	135534747	463889	0.342	0
11	135006516	402874	0.298	0
12	133851895	410867	0.307	0
13	115169878	233624	0.203	-1
14	107349540	271461	0.253	0
15	102531392	280109	0.273	0
16	90354753	342037	0.379	1
17	81195210	358835	0.442	1
18	78077248	210526	0.27	0
19	59128983	311889	0.527	1
20	63025520	232907	0.37	0
21	48129895	115404	0.24	0
22	51304566	181062	0.353	0
Odchylenie standardowe dla osobnika: 0.07153
