Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	762100	0.306	0
2	243199373	693213	0.285	0
3	198022430	542013	0.274	0
4	191154276	455257	0.238	-1
5	180915260	493330	0.273	0
6	171115067	504884	0.295	0
7	159138663	485651	0.305	0
8	146364022	423299	0.289	0
9	141213431	390860	0.277	0
10	135534747	464706	0.343	0
11	135006516	417097	0.309	0
12	133851895	415820	0.311	0
13	115169878	246462	0.214	-1
14	107349540	278852	0.26	0
15	102531392	285887	0.279	0
16	90354753	333540	0.369	0
17	81195210	349223	0.43	1
18	78077248	222565	0.285	0
19	59128983	298016	0.504	1
20	63025520	238994	0.379	1
21	48129895	120148	0.25	0
22	51304566	182577	0.356	0
Odchylenie standardowe dla osobnika: 0.06419
