Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	5418542	2.174	0
2	243199373	5644484	2.321	0
3	198022430	4599547	2.323	0
4	191154276	4251533	2.224	0
5	180915260	4110598	2.272	0
6	171115067	3954524	2.311	0
7	159138663	3574541	2.246	0
8	146364022	3392116	2.318	0
9	141213431	2690388	1.905	-1
10	135534747	3177042	2.344	0
11	135006516	3194711	2.366	0
12	133851895	3129618	2.338	0
13	115169878	2218288	1.926	-1
14	107349540	2115759	1.971	-1
15	102531392	1939376	1.891	-1
16	90354753	2000601	2.214	0
17	81195210	2015517	2.482	1
18	78077248	1784168	2.285	0
19	59128983	1516367	2.565	1
20	63025520	1595353	2.531	1
21	48129895	872658	1.813	-1
22	51304566	941997	1.836	-1
Odchylenie standardowe dla osobnika: 0.21856
