Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	929222	0.373	0
2	243199373	853342	0.351	0
3	198022430	650881	0.329	0
4	191154276	513218	0.268	-1
5	180915260	601709	0.333	0
6	171115067	633250	0.37	0
7	159138663	567625	0.357	0
8	146364022	534859	0.365	0
9	141213431	483330	0.342	0
10	135534747	627235	0.463	0
11	135006516	544609	0.403	0
12	133851895	487030	0.364	0
13	115169878	292348	0.254	-1
14	107349540	341018	0.318	0
15	102531392	359555	0.351	0
16	90354753	425911	0.471	0
17	81195210	424899	0.523	1
18	78077248	283924	0.364	0
19	59128983	346811	0.587	1
20	63025520	334592	0.531	1
21	48129895	154732	0.321	0
22	51304566	265637	0.518	1
Odchylenie standardowe dla osobnika: 0.08639
