Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	926453	0.372	0
2	243199373	843573	0.347	0
3	198022430	663517	0.335	0
4	191154276	579069	0.303	0
5	180915260	597272	0.33	0
6	171115067	610714	0.357	0
7	159138663	593706	0.373	0
8	146364022	511054	0.349	0
9	141213431	463881	0.328	0
10	135534747	585993	0.432	0
11	135006516	495265	0.367	0
12	133851895	507994	0.38	0
13	115169878	295969	0.257	-1
14	107349540	331721	0.309	0
15	102531392	338885	0.331	0
16	90354753	409274	0.453	1
17	81195210	409524	0.504	1
18	78077248	263174	0.337	0
19	59128983	354655	0.6	1
20	63025520	277635	0.441	0
21	48129895	139823	0.291	-1
22	51304566	201439	0.393	0
Odchylenie standardowe dla osobnika: 0.07469
