Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1687205	0.677	0
2	243199373	1769989	0.728	0
3	198022430	1454673	0.735	0
4	191154276	1349393	0.706	0
5	180915260	1300247	0.719	0
6	171115067	1251455	0.731	0
7	159138663	1124278	0.706	0
8	146364022	1070523	0.731	0
9	141213431	837277	0.593	-1
10	135534747	994306	0.734	0
11	135006516	992860	0.735	0
12	133851895	986132	0.737	0
13	115169878	704232	0.611	-1
14	107349540	662142	0.617	-1
15	102531392	603169	0.588	-1
16	90354753	612532	0.678	0
17	81195210	608514	0.749	0
18	78077248	565520	0.724	0
19	59128983	446669	0.755	0
20	63025520	486468	0.772	1
21	48129895	272253	0.566	-1
22	51304566	273800	0.534	-1
Odchylenie standardowe dla osobnika: 0.06783
