Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	637399	0.256	0
2	243199373	582892	0.24	0
3	198022430	456782	0.231	0
4	191154276	400534	0.21	0
5	180915260	417336	0.231	0
6	171115067	418194	0.244	0
7	159138663	403866	0.254	0
8	146364022	354706	0.242	0
9	141213431	320403	0.227	0
10	135534747	398820	0.294	0
11	135006516	343681	0.255	0
12	133851895	342404	0.256	0
13	115169878	206926	0.18	-1
14	107349540	227151	0.212	0
15	102531392	231984	0.226	0
16	90354753	282404	0.313	1
17	81195210	271515	0.334	1
18	78077248	182552	0.234	0
19	59128983	229361	0.388	1
20	63025520	188553	0.299	0
21	48129895	95466	0.198	-1
22	51304566	135741	0.265	0
Odchylenie standardowe dla osobnika: 0.04638
