Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1810793	0.726	0
2	243199373	1649617	0.678	0
3	198022430	1298560	0.656	0
4	191154276	1123921	0.588	0
5	180915260	1174421	0.649	0
6	171115067	1186791	0.694	0
7	159138663	1164914	0.732	0
8	146364022	1011447	0.691	0
9	141213431	912970	0.647	0
10	135534747	1132163	0.835	0
11	135006516	977221	0.724	0
12	133851895	989894	0.74	0
13	115169878	582927	0.506	-1
14	107349540	652287	0.608	0
15	102531392	663990	0.648	0
16	90354753	796946	0.882	1
17	81195210	790575	0.974	1
18	78077248	517953	0.663	0
19	59128983	684639	1.158	1
20	63025520	546607	0.867	0
21	48129895	274252	0.57	-1
22	51304566	397032	0.774	0
Odchylenie standardowe dla osobnika: 0.14208
