Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1556854	0.625	0
2	243199373	1411123	0.58	0
3	198022430	1104493	0.558	0
4	191154276	956362	0.5	0
5	180915260	997309	0.551	0
6	171115067	1017380	0.595	0
7	159138663	991833	0.623	0
8	146364022	857408	0.586	0
9	141213431	778262	0.551	0
10	135534747	977566	0.721	0
11	135006516	842534	0.624	0
12	133851895	844169	0.631	0
13	115169878	491499	0.427	-1
14	107349540	559432	0.521	0
15	102531392	570628	0.557	0
16	90354753	705288	0.781	1
17	81195210	693242	0.854	1
18	78077248	439667	0.563	0
19	59128983	604973	1.023	1
20	63025520	475309	0.754	0
21	48129895	236064	0.49	-1
22	51304566	350178	0.683	0
Odchylenie standardowe dla osobnika: 0.13083
