Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1766312	0.709	0
2	243199373	1642019	0.675	0
3	198022430	1282534	0.648	0
4	191154276	1089763	0.57	-1
5	180915260	1173791	0.649	0
6	171115067	1206688	0.705	0
7	159138663	1129820	0.71	0
8	146364022	1015313	0.694	0
9	141213431	917042	0.649	0
10	135534747	1105589	0.816	0
11	135006516	986966	0.731	0
12	133851895	961828	0.719	0
13	115169878	586971	0.51	-1
14	107349540	650225	0.606	0
15	102531392	659644	0.643	0
16	90354753	771255	0.854	0
17	81195210	780622	0.961	1
18	78077248	530829	0.68	0
19	59128983	651247	1.101	1
20	63025520	564301	0.895	1
21	48129895	284025	0.59	-1
22	51304566	421577	0.822	0
Odchylenie standardowe dla osobnika: 0.13375
