Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1829171	0.734	0
2	243199373	1916469	0.788	0
3	198022430	1556887	0.786	0
4	191154276	1438136	0.752	0
5	180915260	1397771	0.773	0
6	171115067	1346340	0.787	0
7	159138663	1220093	0.767	0
8	146364022	1157193	0.791	0
9	141213431	911964	0.646	-1
10	135534747	1085496	0.801	0
11	135006516	1078012	0.798	0
12	133851895	1065336	0.796	0
13	115169878	752611	0.653	-1
14	107349540	717897	0.669	-1
15	102531392	654185	0.638	-1
16	90354753	682025	0.755	0
17	81195210	675343	0.832	1
18	78077248	609432	0.781	0
19	59128983	505686	0.855	1
20	63025520	540605	0.858	1
21	48129895	298381	0.62	-1
22	51304566	312095	0.608	-1
Odchylenie standardowe dla osobnika: 0.07406
