Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	857140	0.344	0
2	243199373	768596	0.316	0
3	198022430	593149	0.3	0
4	191154276	502626	0.263	-1
5	180915260	539748	0.298	0
6	171115067	557659	0.326	0
7	159138663	533665	0.335	0
8	146364022	467955	0.32	0
9	141213431	429113	0.304	0
10	135534747	559125	0.413	0
11	135006516	468235	0.347	0
12	133851895	453258	0.339	0
13	115169878	264439	0.23	-1
14	107349540	303836	0.283	0
15	102531392	311948	0.304	0
16	90354753	385988	0.427	1
17	81195210	384423	0.473	1
18	78077248	244217	0.313	0
19	59128983	328191	0.555	1
20	63025520	268428	0.426	1
21	48129895	131138	0.272	0
22	51304566	204851	0.399	0
Odchylenie standardowe dla osobnika: 0.07417
