Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1249565	0.501	0
2	243199373	1157982	0.476	0
3	198022430	906648	0.458	0
4	191154276	791251	0.414	0
5	180915260	820413	0.453	0
6	171115067	835555	0.488	0
7	159138663	800540	0.503	0
8	146364022	709083	0.484	0
9	141213431	631336	0.447	0
10	135534747	776701	0.573	0
11	135006516	684695	0.507	0
12	133851895	679631	0.508	0
13	115169878	406403	0.353	-1
14	107349540	451841	0.421	0
15	102531392	456053	0.445	0
16	90354753	552799	0.612	1
17	81195210	531523	0.655	1
18	78077248	362199	0.464	0
19	59128983	454494	0.769	1
20	63025520	381448	0.605	1
21	48129895	192535	0.4	-1
22	51304566	272370	0.531	0
Odchylenie standardowe dla osobnika: 0.09133
