Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1851468	0.743	0
2	243199373	1984697	0.816	0
3	198022430	1639384	0.828	0
4	191154276	1568188	0.82	0
5	180915260	1472381	0.814	0
6	171115067	1411034	0.825	0
7	159138663	1255983	0.789	0
8	146364022	1196949	0.818	0
9	141213431	923560	0.654	-1
10	135534747	1087268	0.802	0
11	135006516	1089074	0.807	0
12	133851895	1091871	0.816	0
13	115169878	807567	0.701	0
14	107349540	736659	0.686	0
15	102531392	656378	0.64	-1
16	90354753	640760	0.709	0
17	81195210	636538	0.784	0
18	78077248	634436	0.813	0
19	59128983	455544	0.77	0
20	63025520	511826	0.812	0
21	48129895	303034	0.63	-1
22	51304566	280054	0.546	-1
Odchylenie standardowe dla osobnika: 0.07855
