Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1268525	0.509	0
2	243199373	1158849	0.477	0
3	198022430	899254	0.454	0
4	191154276	753435	0.394	-1
5	180915260	818004	0.452	0
6	171115067	838895	0.49	0
7	159138663	791698	0.497	0
8	146364022	713049	0.487	0
9	141213431	643447	0.456	0
10	135534747	803075	0.593	0
11	135006516	702835	0.521	0
12	133851895	676972	0.506	0
13	115169878	403478	0.35	-1
14	107349540	456793	0.426	0
15	102531392	469918	0.458	0
16	90354753	559512	0.619	1
17	81195210	553886	0.682	1
18	78077248	373809	0.479	0
19	59128983	463150	0.783	1
20	63025520	404364	0.642	1
21	48129895	197275	0.41	-1
22	51304566	298156	0.581	0
Odchylenie standardowe dla osobnika: 0.09926
