Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	534998	0.215	0
2	243199373	548371	0.225	0
3	198022430	441639	0.223	0
4	191154276	396843	0.208	0
5	180915260	393786	0.218	0
6	171115067	382764	0.224	0
7	159138663	347540	0.218	0
8	146364022	329338	0.225	0
9	141213431	264689	0.187	-1
10	135534747	316775	0.234	0
11	135006516	315353	0.234	0
12	133851895	304092	0.227	0
13	115169878	210363	0.183	-1
14	107349540	206060	0.192	-1
15	102531392	190827	0.186	-1
16	90354753	205738	0.228	0
17	81195210	205718	0.253	1
18	78077248	172992	0.222	0
19	59128983	157518	0.266	1
20	63025520	163074	0.259	1
21	48129895	89840	0.187	-1
22	51304566	98063	0.191	-1
Odchylenie standardowe dla osobnika: 0.02312
