Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	847356	0.34	0
2	243199373	785730	0.323	0
3	198022430	617269	0.312	0
4	191154276	534446	0.28	-1
5	180915260	562717	0.311	0
6	171115067	572407	0.335	0
7	159138663	544888	0.342	0
8	146364022	482375	0.33	0
9	141213431	433734	0.307	0
10	135534747	527145	0.389	0
11	135006516	465189	0.345	0
12	133851895	461067	0.344	0
13	115169878	284966	0.247	-1
14	107349540	310579	0.289	0
15	102531392	311532	0.304	0
16	90354753	365414	0.404	1
17	81195210	365688	0.45	1
18	78077248	252074	0.323	0
19	59128983	306747	0.519	1
20	63025520	259529	0.412	1
21	48129895	133608	0.278	-1
22	51304566	188846	0.368	0
Odchylenie standardowe dla osobnika: 0.06024
