Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1811020	0.727	0
2	243199373	1723142	0.709	0
3	198022430	1347711	0.681	0
4	191154276	1198100	0.627	0
5	180915260	1221963	0.675	0
6	171115067	1235591	0.722	0
7	159138663	1177120	0.74	0
8	146364022	1041153	0.711	0
9	141213431	928830	0.658	0
10	135534747	1141178	0.842	0
11	135006516	996447	0.738	0
12	133851895	994870	0.743	0
13	115169878	615691	0.535	-1
14	107349540	665664	0.62	0
15	102531392	667493	0.651	0
16	90354753	782058	0.866	1
17	81195210	764574	0.942	1
18	78077248	540368	0.692	0
19	59128983	641757	1.085	1
20	63025520	536166	0.851	0
21	48129895	283593	0.589	-1
22	51304566	379201	0.739	0
Odchylenie standardowe dla osobnika: 0.11995
