Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	17231084	6.913	0
2	243199373	18390005	7.562	0
3	198022430	15225420	7.689	0
4	191154276	14417711	7.542	0
5	180915260	13647806	7.544	0
6	171115067	13092861	7.651	0
7	159138663	11690716	7.346	0
8	146364022	11125380	7.601	0
9	141213431	8586396	6.08	-1
10	135534747	10131974	7.476	0
11	135006516	10157815	7.524	0
12	133851895	10183743	7.608	0
13	115169878	7469520	6.486	0
14	107349540	6842803	6.374	0
15	102531392	6147400	5.996	-1
16	90354753	5997837	6.638	0
17	81195210	5948121	7.326	0
18	78077248	5870117	7.518	0
19	59128983	4278527	7.236	0
20	63025520	4821203	7.65	0
21	48129895	2785640	5.788	-1
22	51304566	2622269	5.111	-1
Odchylenie standardowe dla osobnika: 0.72849
