Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	9597075	3.85	0
2	243199373	9422552	3.874	0
3	198022430	7531538	3.803	0
4	191154276	6726741	3.519	0
5	180915260	6710888	3.709	0
6	171115067	6542642	3.824	0
7	159138663	6247031	3.926	0
8	146364022	5638216	3.852	0
9	141213431	4699165	3.328	0
10	135534747	5566238	4.107	0
11	135006516	5576052	4.13	0
12	133851895	5432598	4.059	0
13	115169878	3553635	3.086	-1
14	107349540	3649092	3.399	0
15	102531392	3438648	3.354	0
16	90354753	3857023	4.269	0
17	81195210	4074488	5.018	1
18	78077248	2926320	3.748	0
19	59128983	3430469	5.802	1
20	63025520	2950352	4.681	1
21	48129895	1539171	3.198	-1
22	51304566	1960341	3.821	0
Odchylenie standardowe dla osobnika: 0.60244
