Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2474544	0.993	0
2	243199373	2285613	0.94	0
3	198022430	1788425	0.903	0
4	191154276	1539121	0.805	-1
5	180915260	1630628	0.901	0
6	171115067	1655459	0.967	0
7	159138663	1583494	0.995	0
8	146364022	1408127	0.962	0
9	141213431	1269730	0.899	0
10	135534747	1531876	1.13	0
11	135006516	1371256	1.016	0
12	133851895	1338174	1.0	0
13	115169878	817076	0.709	-1
14	107349540	906364	0.844	0
15	102531392	921921	0.899	0
16	90354753	1066048	1.18	0
17	81195210	1090505	1.343	1
18	78077248	731796	0.937	0
19	59128983	918613	1.554	1
20	63025520	768509	1.219	1
21	48129895	394501	0.82	0
22	51304566	580583	1.132	0
Odchylenie standardowe dla osobnika: 0.18681
