Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	339645	0.136	0
2	243199373	310014	0.127	0
3	198022430	244560	0.124	0
4	191154276	212976	0.111	0
5	180915260	219049	0.121	0
6	171115067	220261	0.129	0
7	159138663	221413	0.139	0
8	146364022	182485	0.125	0
9	141213431	171339	0.121	0
10	135534747	198849	0.147	0
11	135006516	178308	0.132	0
12	133851895	186033	0.139	0
13	115169878	110378	0.096	-1
14	107349540	123234	0.115	0
15	102531392	125000	0.122	0
16	90354753	145709	0.161	0
17	81195210	152794	0.188	1
18	78077248	95429	0.122	0
19	59128983	132824	0.225	1
20	63025520	98172	0.156	0
21	48129895	51475	0.107	-1
22	51304566	72901	0.142	0
Odchylenie standardowe dla osobnika: 0.02745
