Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	540757	0.217	0
2	243199373	482642	0.198	0
3	198022430	375496	0.19	0
4	191154276	327364	0.171	0
5	180915260	339588	0.188	0
6	171115067	346087	0.202	0
7	159138663	344493	0.216	0
8	146364022	288480	0.197	0
9	141213431	269739	0.191	0
10	135534747	343887	0.254	0
11	135006516	285454	0.211	0
12	133851895	294111	0.22	0
13	115169878	166513	0.145	-1
14	107349540	192078	0.179	0
15	102531392	196439	0.192	0
16	90354753	247440	0.274	1
17	81195210	248646	0.306	1
18	78077248	150078	0.192	0
19	59128983	217510	0.368	1
20	63025520	161368	0.256	0
21	48129895	81396	0.169	0
22	51304566	123252	0.24	0
Odchylenie standardowe dla osobnika: 0.04907
