Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	778119	0.312	0
2	243199373	723734	0.298	0
3	198022430	572429	0.289	0
4	191154276	475093	0.249	-1
5	180915260	518412	0.287	0
6	171115067	538801	0.315	0
7	159138663	499217	0.314	0
8	146364022	450337	0.308	0
9	141213431	405656	0.287	0
10	135534747	499031	0.368	0
11	135006516	436096	0.323	0
12	133851895	429712	0.321	0
13	115169878	259005	0.225	-1
14	107349540	287596	0.268	0
15	102531392	293335	0.286	0
16	90354753	353040	0.391	1
17	81195210	341270	0.42	1
18	78077248	235474	0.302	0
19	59128983	280705	0.475	1
20	63025520	252292	0.4	1
21	48129895	120982	0.251	-1
22	51304566	184381	0.359	0
Odchylenie standardowe dla osobnika: 0.05885
