Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2405721	0.965	0
2	243199373	2545438	1.047	0
3	198022430	2092533	1.057	0
4	191154276	1953826	1.022	0
5	180915260	1873692	1.036	0
6	171115067	1805008	1.055	0
7	159138663	1619289	1.018	0
8	146364022	1537036	1.05	0
9	141213431	1194806	0.846	-1
10	135534747	1415665	1.045	0
11	135006516	1417227	1.05	0
12	133851895	1412207	1.055	0
13	115169878	1016950	0.883	0
14	107349540	945697	0.881	-1
15	102531392	858430	0.837	-1
16	90354753	857811	0.949	0
17	81195210	852775	1.05	0
18	78077248	809965	1.037	0
19	59128983	618209	1.046	0
20	63025520	689574	1.094	1
21	48129895	388153	0.806	-1
22	51304566	382805	0.746	-1
Odchylenie standardowe dla osobnika: 0.09802
