Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	59575	0.024	0
2	243199373	59559	0.024	0
3	198022430	48159	0.024	0
4	191154276	41749	0.022	0
5	180915260	42187	0.023	0
6	171115067	39088	0.023	0
7	159138663	41257	0.026	0
8	146364022	31556	0.022	0
9	141213431	29573	0.021	0
10	135534747	35310	0.026	0
11	135006516	31963	0.024	0
12	133851895	33919	0.025	0
13	115169878	22865	0.02	-1
14	107349540	22732	0.021	0
15	102531392	20926	0.02	-1
16	90354753	24263	0.027	1
17	81195210	24805	0.031	1
18	78077248	18492	0.024	0
19	59128983	16643	0.028	1
20	63025520	15692	0.025	0
21	48129895	9385	0.019	-1
22	51304566	9682	0.019	-1
Odchylenie standardowe dla osobnika: 0.00293
