Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	59950	0.024	0
2	243199373	54677	0.022	0
3	198022430	43470	0.022	0
4	191154276	38434	0.02	0
5	180915260	38946	0.022	0
6	171115067	38527	0.023	0
7	159138663	39464	0.025	0
8	146364022	31228	0.021	0
9	141213431	30102	0.021	0
10	135534747	33966	0.025	0
11	135006516	30871	0.023	0
12	133851895	33259	0.025	0
13	115169878	19972	0.017	-1
14	107349540	21559	0.02	0
15	102531392	22207	0.022	0
16	90354753	25414	0.028	0
17	81195210	27470	0.034	1
18	78077248	16623	0.021	0
19	59128983	23851	0.04	1
20	63025520	16319	0.026	0
21	48129895	8775	0.018	-1
22	51304566	12276	0.024	0
Odchylenie standardowe dla osobnika: 0.00495
