Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	503763	0.202	0
2	243199373	470479	0.193	0
3	198022430	368787	0.186	0
4	191154276	325544	0.17	0
5	180915260	335186	0.185	0
6	171115067	334871	0.196	0
7	159138663	325071	0.204	0
8	146364022	282533	0.193	0
9	141213431	256908	0.182	0
10	135534747	304679	0.225	0
11	135006516	274817	0.204	0
12	133851895	275261	0.206	0
13	115169878	169187	0.147	-1
14	107349540	184742	0.172	0
15	102531392	184302	0.18	0
16	90354753	214012	0.237	0
17	81195210	219019	0.27	1
18	78077248	146537	0.188	0
19	59128983	186095	0.315	1
20	63025520	148604	0.236	0
21	48129895	77680	0.161	-1
22	51304566	107331	0.209	0
Odchylenie standardowe dla osobnika: 0.03619
