Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	50961	0.02	0
2	243199373	44499	0.018	0
3	198022430	35369	0.018	0
4	191154276	30902	0.016	0
5	180915260	31354	0.017	0
6	171115067	31634	0.018	0
7	159138663	33571	0.021	0
8	146364022	25848	0.018	0
9	141213431	25279	0.018	0
10	135534747	31131	0.023	0
11	135006516	25484	0.019	0
12	133851895	28872	0.022	0
13	115169878	15489	0.013	-1
14	107349540	18201	0.017	0
15	102531392	18853	0.018	0
16	90354753	22839	0.025	0
17	81195210	25588	0.032	1
18	78077248	13107	0.017	0
19	59128983	23523	0.04	1
20	63025520	14101	0.022	0
21	48129895	6958	0.014	-1
22	51304566	11282	0.022	0
Odchylenie standardowe dla osobnika: 0.0058
