Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	416326	0.167	0
2	243199373	382826	0.157	0
3	198022430	303833	0.153	0
4	191154276	273676	0.143	0
5	180915260	274354	0.152	0
6	171115067	268074	0.157	0
7	159138663	276346	0.174	0
8	146364022	223918	0.153	0
9	141213431	209583	0.148	0
10	135534747	243545	0.18	0
11	135006516	217006	0.161	0
12	133851895	233391	0.174	0
13	115169878	139249	0.121	-1
14	107349540	153246	0.143	0
15	102531392	153119	0.149	0
16	90354753	175167	0.194	0
17	81195210	188695	0.232	1
18	78077248	117012	0.15	0
19	59128983	162738	0.275	1
20	63025520	115279	0.183	0
21	48129895	61901	0.129	-1
22	51304566	84802	0.165	0
Odchylenie standardowe dla osobnika: 0.0328
