Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	19678	0.008	0
2	243199373	18975	0.008	0
3	198022430	15004	0.008	0
4	191154276	13223	0.007	0
5	180915260	12919	0.007	0
6	171115067	12486	0.007	0
7	159138663	13382	0.008	0
8	146364022	10254	0.007	0
9	141213431	9632	0.007	0
10	135534747	11349	0.008	0
11	135006516	10406	0.008	0
12	133851895	11050	0.008	0
13	115169878	7434	0.006	-1
14	107349540	7337	0.007	0
15	102531392	7350	0.007	0
16	90354753	8580	0.009	1
17	81195210	9212	0.011	1
18	78077248	5835	0.007	0
19	59128983	6700	0.011	1
20	63025520	5254	0.008	0
21	48129895	3099	0.006	-1
22	51304566	3360	0.007	0
Odchylenie standardowe dla osobnika: 0.00125
