Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1482828	0.595	0
2	243199373	1406224	0.578	0
3	198022430	1106364	0.559	0
4	191154276	989146	0.517	0
5	180915260	1009321	0.558	0
6	171115067	1010062	0.59	0
7	159138663	967061	0.608	0
8	146364022	850760	0.581	0
9	141213431	758916	0.537	0
10	135534747	918489	0.678	0
11	135006516	817575	0.606	0
12	133851895	813880	0.608	0
13	115169878	511229	0.444	-1
14	107349540	544631	0.507	0
15	102531392	542863	0.529	0
16	90354753	618040	0.684	0
17	81195210	617082	0.76	1
18	78077248	443438	0.568	0
19	59128983	514585	0.87	1
20	63025520	434013	0.689	0
21	48129895	231292	0.481	-1
22	51304566	304513	0.594	0
Odchylenie standardowe dla osobnika: 0.09246
